title,description,authors,publisher,published_date,categories,ratings_count,review_score,review_time,review_summary,review_text,total_review,helpful_review
Night And Day,"The daughter of a literary household of means, Katherine Hilbery has distanced herself from romantic entanglements in favour of a life of intellectual pursuits. Mary Datchet, the daughter of a country vicar, has chosen to focus her attentions on supporting the suffrage movement. But when confronted with offers of marriage from unlikely suitors, both women must determine whether or not there is room for love in the lives they have chosen to lead. One of Virginia Woolf’s earliest novels, Night and Day examines each woman’s thoughts on love, marriage, and personal fulfillment in Edwardian England.",['Virginia Woolf'],Joe Books Ltd,2016,['Fiction'],10.0,5.0,2007-12-27,One of my favorite books of all time.,"I have read this book many times over the past 25 years at different stages in my life and I have loved it every time. Virginia Woolf is my favorite author (this and To The Lighthouse are her best works, in my opinion), and have given the book to my daughter, Katharine, for Christmas. (Guess who she's named after?) This book is an ""easy"" read, unlike many of Virginia Woolf's other novels, and follows a conventional style. However, there is nothing conventional about her writing; I have yet to come across another novelist with her ability to touch on everyday life with such subtlety and nuance. The characters in this book are very likeable - it's as if I have known them in my own life. Love this book!",10,10
"Travels With Charley, In Search of America","A collectible 50th anniversary deluxe edition featuring an updated introduction by Jay Parini and first edition cover art and illustrated maps of Steinbeck’s route by Don Freeman A Penguin Classic In September 1960, John Steinbeck embarked on a journey across America. He felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. To reassure himself, he set out on a voyage of rediscovery of the American identity, accompanied by a distinguished French poodle named Charley; and riding in a three-quarter-ton pickup truck named Rocinante. His course took him through almost forty states: northward from Long Island to Maine; through the Midwest to Chicago; onward by way of Minnesota, North Dakota, Montana (with which he fell in love), and Idaho to Seattle, south to San Francisco and his birthplace, Salinas; eastward through the Mojave, New Mexico, Arizona, to the vast hospitality of Texas, to New Orleans and a shocking drama of desegregation; finally, on the last leg, through Alabama, Virginia, Pennsylvania, and New Jersey to New York. Travels with Charley in Search of America is an intimate look at one of America's most beloved writers in the later years of his life—a self-portrait of a man who never wrote an explicit autobiography. Written during a time of upheaval and racial tension in the South—which Steinbeck witnessed firsthand—Travels with Charley is a stunning evocation of America on the eve of a tumultuous decade. This Penguin Classics Deluxe Edition also features French flaps and deckle-edged paper. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",['John Steinbeck'],Penguin,2012,['Travel'],3294.0,5.0,2002-04-11,"America, there you are!","What a great book! It sure was a pleasure to sit down and just read a very relaxing read. Not a book that you have to rush through or try to understand or discover the hidden meaning. Just a man, his dog, his truck and three months across America. It may just be me, but there is something special, fun and exciting about going out and discovering America with your dog. This is a trip that we would all love to take. Why didn't they make us read this in High School instead of some of those other boring just put me to sleep books. If I would have read this in High School I probably would not have ignored books for the last 10 years. I need more books like this one.",5,5
"October Men : Reggie Jackson, George Steinbrenner, Billy Martin, and the Yankees' Miraculous Finish in 1978","Recounts one of the great summers of baseball history, 1978--the year the Yankees won the World Series after a tumultuous season.",['Roger Kahn'],Houghton Mifflin Harcourt,2004,['Sports & Recreation'],2.0,4.0,2005-05-02,Collision At Home,"Roger Kahn writes a book about the 1976-1978 Yankee Baseball seasons. The book is a mixture of parallel biographies of Billy Martin,George Steinbrenner and Reggie Jackson. Kahn gives a good primer and sets up the story well. For the non New York baseball fan he explains well the Brooklyn Dodger, New York Giant legacy and shows the New York Yankee rivarly with them.The book might have been better if the entire focus was on the dyanmics of Billy, George and Reggie. Those characters had everything and reflected the currents of the 1970's. There was racism,big business, high salaries,large ego's .Instead Kahn detracts from the bio angle by digressing about New York Giant managers of 1905 !Kahn does not appear to be a Yankee fan at least in terms of his writing . He gives an objective look of the Yankees. In terms of dealing with the Red Sox swoon this book was written before last years' Yankee debacle . Kanh does not mercifully (and luckily in view of last years result) beat up the Red Sox. Kahn is a bit of a Billy basher and he does not mention once the Howie Spira -Dave Winfield scandal at all.This led to George's expulsion but Kahn does not find the room to mention this fact. In fact he praises the modern George Steinbreener.Kahn appears to be the most objective about Reggie . He praises the feats but shows the ego of the man. If you are a baseball fan you will probably enjoy this book. If you are a Met fan you should read this book.But if you are a Billy Martin guy you may think the writing is somewhat biased.Since 25 years have past this reviewer wished Kahn was a little more objective about Billy Martin and George.",1,1
Pride and Prejudice,"In early nineteenth-century England, a spirited young woman copes with the suit of a snobbish gentleman, as well as the romantic entanglements of her four sisters.",['Jane Austen'],Courier Corporation,1995,['Fiction'],7.0,5.0,2007-04-10,nice sense of humour,I really enjoyed the sense of humour and the plot. The action is developing very slow so if you are not fond of this kind of a plot you might not like it.,2,2
Stonehenge Decoded,Presents evidence to verify the belief that Stonehenge was used as an astronomical observatory centuries ago.,['Gerald S. Hawkins'],Hippocrene Books,1987,"['Astronomy, Ancient']",2.0,5.0,1997-05-11,An Older Book Still Very Fresh...,"The author used a computer (in the early 1960's) to calculate high and low rising points for the sun &amp; moon for different eras. He found many precise alignments among the stones for the era of apparent construction. Among other purposes, the ediface shows &quot;that an eclipse of the sun or moon always occurred when the winter moon - that is the full moon nearest the winter solstice - rose over the heel stone.&quot;Hawkins presents an excellent overview of the history of Stonehenge lore and then goes into a very detailed account on the development of Stonehenges I, II &amp; III. He seems to have worked out the quarrying / transportation &amp; construction problems quite well. Stonehengers(NOT Druids) left quite a calculator behind.",5,6
Gladiator,"Aggressive, explosive, and boasting awesome athletic ability, Dan Clark rose to tremendous fame as Nitro on American Gladiators. He quickly emerged as the most popular cast member and became a reality television superstar. But a twenty-year affair with steroids led to a life of pissing blood, smuggling drugs, destroying hotel rooms, getting arrested, growing breasts, and lying bloodied in the street after a vicious fight with his best friend. This is Clark's riveting, fiercely candid account of his life, career, and steroid addiction. From an upbringing defined by tragedy and a difficult search for identity to tales of performing center stage at Madison Square Garden and bedding Playboy Bunnies and porn stars, Clark explores the price of fame, the pressure of stardom, and how the whole steroid-fueled fantasy finally imploded. What began in high school as a way to speed up recovery from injury rapidly turned into an all-consuming addiction. With selfdeprecating humor and a trove of incredible stories, Clark provides an eye-opening report on the dangers of steroids both obvious and hidden -- and offers his thoughts on why steroid use remains a persistent problem today. More than just a pulpy exposé, Gladiator is a triumphant story of self-discovery and redemption.",['Dan Clark'],Simon and Schuster,2009,['Biography & Autobiography'],2.0,4.0,2000-05-29,Gladiator: Better Than Last Review,"Well, yes I can agree that this 'movie-tie-in' book does not offer the reader, muchmore than the movie experince did, but what can we expect? Have we read the cover where it says 'Based on the screenplay by David Franzoni' ect.? It does however, contrary to popular belief, define some terminolgy that I myself did not understand in the movie. The ranking officers names in a straight-forward, understandable way. This book is no classic, but it does deserve a good review becuase it is not a classic. Classics are often hard to understand and impossible to comprehend for me (Shakespear, much of Dickens) so this book is a welcome change. Four out of Five.",1,3
Battlefield 2 (Prima Official Game Guide),"Offers a guide for each map, including information on missions, skills, equipment, strategy, and tactics.","['David Knight', 'Michael Cavanaugh', 'Michael Chaves', 'Marcus Lovejoy', 'David Walsh']",Prima Games,2013,['Games'],1.0,3.0,2005-09-05,BF2 Guide Off the bubble.,"If you have played BF1942 series or BFV you don't need this guide. It doesn't tell you anything about the points needed to reach ranks, or awards, or medals, or ribbons. And it doesn't go into detail how to use the Commander Screen. I would list this guide as purely a beginners guide if you have never played any of the Battlefield games in the past. It does however give you some good beginner advice on strategy for each map and kit.",5,5
Belgarath the Sorcerer,"Remembering a past time when the gods walked the lands among mortals, an ancient man known as the Old Wolf recounts the tale of his youth, during which he witnessed the strife that split the world in two","['David Eddings', 'Leigh Eddings']","Random House Digital, Inc.",1996,['Fiction'],24.0,4.0,2000-05-15,A Good Start into Science Fiction.,I just started reading science fiction of this sort and I was thrilled with this book. I was eager to continue reading about this strange new world.,1,2
"New Spring - The Novel - The Wheel Of Time, In The Beginning",Moirain Damodred and Lan Mandragoran must find an infant that is prophesied to change the fate of the world before the forces of the Shadow have an opportunity to kill him.,['Robert Jordan'],Macmillan,2005,['Fiction'],8.0,1.0,2007-05-10,BEWARE! Read Editor Review from Publishers Weekly CAREFULLY?,"Robert Jordan has shown us he loves to drag a series out until his loyal fans are pulling their hair out in fustration, as we ask ourselves when will it ever end?As we are all waiting for the end, Robert Jordan does a Prequel...I spotted a phrase in the ""Editor Review from Publishers Weekly"", It states:""Jordan's eagerly awated prequel to the Wheel of Time, the first of a projected three,""God no! Robert Jordan is doing times 3 prequels before he finishes the main Wheel of Time series. So there is still 2 more prequels or another 4 years, before Robert Jordan starts to thinks about how he will finish? or 12 Plus of the Wheel of Time series....LMAO as I cry in fustration.",5,11
Kushiel's Dart,"Fifty Shades of Grey meets Game of Thrones, Kushiel's Dart is the first in a triptych of beautifully constructed historical fantasies that combine passion, danger, great battles, and deep eroticism. The land of Terre d’Ange is a place of unsurpassing beauty and grace. It is said that the angels found the land and saw it was good... and the ensuing race that rose from the seed of angels and men live by one simple rule: Love as thou wilt. Phèdre nó Delaunay is a young woman who was born with a scarlet mote in her left eye and sold into indentured servitude as a child. Her bond is purchased by Anafiel Delaunay, a nobleman with a very special mission... and the first one to recognize who and what she is: one pricked by Kushiel’s Dart, chosen to forever experience pain and pleasure as one. Phèdre is trained equally in the courtly arts and the talents of the bedchamber, but, above all, in the ability to observe, remember, and analyze. Almost as talented a spy as she is a courtesan, Phèdre stumbles upon a plot that threatens the very foundation of her homeland. Treachery sets her on her path; love and honor goad her further and will take her to the edge of despair... and beyond. Hateful friend, loving enemy, beloved assassin; they can all wear the same glittering mask in this world, and Phèdre will get but one chance to save all that she holds dear. Set in a world of cunning poets, deadly courtiers, heroic traitors, and a truly Machiavellian villainess, this is a novel of grandeur, luxuriance, sacrifice, betrayal, and deeply laid conspiracies. Not since Dune has there been an epic on the scale of Kushiel's Dart—a massive tale about the violent death of an old age and the birth of a new.",['Jacqueline Carey'],Tor Fantasy,2020,['Fiction'],118.0,5.0,2004-03-08,This series has everything,"This series is by far the best that I've read. I've read several reviews that feel the books are confusing and that the authur is trying to sound smart. I highly disagree. I found that the Kushiel books are very well thought out. They contain a mixture of romance, adventure, political intrigue, humanity and humility that I have found in very few books. I enjoyed the fantasy world that in many was parrelled our own histroy. I found the ""s&m"" type sexual scenes were provocative and added to the characters strength. I hope that Carey will give us more books of this caliber and soon! I encourage that those that are interensted in fantasy, romance, and/or historical fiction read these books.",3,3
Dice Control for Casino Craps,"Listing more than 700 casinos in 36 states, this bestselling guide is jam-packed with detailed information and includes 150 coupons providing more than $1,000 in savings. Consumable.","['Steve Bourie', 'Anthony Curtis', 'Bob Dancer']",Casino Vacations Press,2005,['Games'],45.0,1.0,2005-06-25,Muddled Treatise About Nothing,"Dice influencing is the hottest topic and this book came highly recommended by a couple of Internet dice ""experts"" who also sell the book themselves. When I bought the book from Amazon one of their business cards was in the book. No wonder they love the book, it makes them money!What nonsense! I have to say that I thought the book was hogwash. [..] How can we trust [the author's] knowledge of the game of craps. I got the distinct impression the author never played craps.There might be something to dice influencing but this book doesn't convince me of it. [...]",6,21
Hannibal,"#1 NEW YORK TIMES BESTSELLER • “Is it as good as Red Dragon and Silence of the Lambs? No . . . this one is better.”—Stephen King, The New York Times Book Review You remember Hannibal Lecter: gentleman, genius, cannibal. Seven years have passed since Dr. Lecter escaped from custody. And for seven years he’s been at large, free to savor the scents, the essences, of an unguarded world. But intruders have entered Dr. Lecter’s world, piercing his new identity, sensing the evil that surrounds him. For the multimillionaire Hannibal left maimed, for a corrupt Italian policeman, and for FBI agent Clarice Starling, who once stood before Lecter and who has never been the same, the final hunt for Hannibal Lecter has begun. All of them, in their separate ways, want to find Dr. Lecter. And all three will get their wish. But only one will live long enough to savor the reward. . . . Praise for Hannibal “Interested in getting the hell scared out of you? Buy this book on a Friday . . . lock all doors and windows. And by Monday , you might just be able to sleep without a night-light.”—Newsday “Strap yourself in for one heck of a ride. . . . It’ll scare your socks off.”—Denver Post “A stunner . . . writing in language as bright and precise as a surgeon’s scalpel, Harris has created a world as mysterious as Hannibal’s memory palace and as disturbing as a Goya painting. This is one book you don’t want to read alone at night.”—The Atlanta Journal-Constitution “Relentless . . . endlessly terrifying . . . 486 fast-paced pages, in which every respite is but a prelude to further furious action . . . Hannibal begins with a murderous paroxysm that leaves the reader breathless. . . . Hannibal speaks to the imagination, to the feelings, to the passions, to exalted senses and to debased ones. Harris’s voice will be heard for a while.”—Los Angeles Times “A pleasurable sense of dread.”—The Wall Street Journal “Enormously satisfying . . . a smashing good time, turning the pages for thrills, chills, horror and finally, a bracing, deliciously wicked slap in the face . . . perhaps the very best the thriller/horror genre is capable of producing.”—San Diego Union-Tribune",['Thomas Harris'],Dell,2009,['Fiction'],41.0,2.0,1999-08-26,"love thomas harris, this was a BIG let down",thomas harris must have gotten tired while writing Hanibal. Well written but poor imagination throughout and especially toward the end. let us hope that he can redeme himself with his next book .,0,0
Gettysburg: A Novel of the Civil War,"The Civil War is the American Iliad. Lincoln, Stonewall Jackson, Grant, and Lee still stand as heroic ideals, as stirring to our national memory as were the legendary Achilles and Hector to the world of the ancient Greeks. Within the story of our Iliad one battle stands forth above all others: Gettysburg. Millions visit Gettysburg each year to walk the fields and hills where Joshua Chamberlain made his legendary stand and Pickett went down to a defeat which doomed a nation, but in defeat forever became a symbol of the heroic Lost Cause. As the years passed, and the scars healed, the debate, rather than drifting away has intensified. It is the battle which has become the great ""what if,"" of American history and the center of a dreamscape where Confederate banners finally do crown the heights above the town. The year is 1863, and General Robert E. Lee and his Army of Northern Virginia are poised to attack the North and claim the victory that would end the brutal conflict. But Lee's Gettysburg campaign ended in failure, ultimately deciding the outcome of the war. Launching his men into a vast sweeping operation, of which the town of Gettysburg is but one small part of the plan, General Lee, acting as he did at Chancellorsville, Second Manassas, and Antietam, displays the audacity of old. He knows he has but one more good chance to gain ultimate victory, for after two years of war the relentless power of an industrialized north is wearing the South down. Lee's lieutenants and the men in the ranks, imbued with this renewed spirit of the offensive embark on the Gettysburg Campaign that many dream ""should have been."" The soldiers in the line, Yank and Reb, knew as well that this would be the great challenge, the decisive moment that would decided whether a nation would die, or be created, and both sides were ready, willing to lay down their lives for their Cause. An action-packed and painstakingly researched masterwork by Newt Gingrich and William Forstchen, Gettysburg stands as the first book in a series to tell the story of how history could have unfolded, how a victory for Lee would have changed the destiny of the nation forever. This is a novel of true heroism and glory in America's most trying hour.","['Newt Gingrich', 'William R. Forstchen']",Macmillan,2010,['Fiction'],7.0,5.0,2005-09-24,Gettysburg: A Novel Of The Civil War,"Very Educational and interesting book. It is also a very sad book, when considering what our Great Country went through.",0,5
Born On A Rotten Day,"In this wickedly funny guide, professional astrologer Hazel Dixon-Cooper casts off sugar-coated astrology in favor of exploring the maladjusted side of the universe. If you want the inside scoop, the real deal, the lowdown on each sun sign, then look no further. It's time to forget those traditional astrology books where Sagittarians are gregarious, Capricorns are ambitious, and Pisceans are dreamers. Instead, enter a world where Archers are loud-mouthed bores, Goats are pompous social climbers, and Fish are chronically helpless. Dixon-Cooper debunks the myths, reveals the flaws, and examines the dubious virtues of each sun sign. Discover how to use your own inner brat to outwit bullies, outmaneuver manipulators, and win those endless games that lovers play. Learn how to deal with those dysfunctional people you encounter every day, including how to: contain a Ram's oversized ego calm a raging Bull keep a fickle Twin faithful Irreverent, biting, and laugh-out-loud funny, Born on a Rotten Day exaggerates the bad, exorcises the good, and puts a new spin on the age-old question -- what's your sign?",['Hazel Dixon-Cooper'],Simon and Schuster,2009,"['Body, Mind & Spirit']",12.0,5.0,2003-04-22,Just too good...,"This book is just too good. I find myself asking new people I meet what sign they are so that I can look them up and see what I'm getting myself into. Also, it's the best gift $10-or-under gift I've found in a long time.Great writing, great style, and the author really knows people. Fun, light read but you can really get a lot out of it.",1,1
Healing With Whole Foods: Oriental Traditions and Modern Nutrition,"Used as a reference by students of acupuncture, Healing with Whole Foods is an invaluable guide to the theory and practice of Chinese medicine. With facts about green foods such as spirulina and blue-green algae and information about the ""regeneration diets"" used by cancer patients and arthritics, it is also an accessible primer on nutrition—and a inspiring cookbook with more than 300 mostly vegetarian, nutrient-packed recipes. The information on Chinese medicine is useful for helping to diagnose health imbalances, especially nascent illnesses. It's smartly paired with the whole-foods program: because the Chinese have attributed various health-balancing properties to foods, you can tailor your diet to help alleviate symptoms of illness. For example, Chinese medicine dictates that someone with low energy and a pale complexion (a yin deficiency) would benefit from avoiding bitter foods and increasing ""sweet"" foods such as soy, black sesame seeds, parsnips, rice, and oats. (Note that the Chinese definition of sweet foods is much different from the American one!) Pitchford says in his dedication that he hopes the reader finds ""healing, awareness, and peace"" by following his program. The diet is certainly ascetic by American standards (no alcohol, caffeine, white flour, fried foods, or sugar, and a minimum of eggs and dairy) but the reasons he gives for avoiding these ""negative energy"" foods are compelling. From the adrenal damage imparted by coffee to the immune dysfunction brought on by excess refined sugar, Pitchford spurs you to rethink every dietary choice and its ultimate influence on your health. Without being alarmist, he offers dietary tips for protecting yourself against the dangers of modern life, including neutralizing damage from water fluoridation. There's further reading on food combining, female health, heart disease, pregnancy, fasting, and weight loss. Overall, this is a wonderful book for anyone who's serious about strengthening his or her body from the inside out.",['Paul Pitchford'],North Atlantic Books,2003,['Health & Fitness'],8.0,5.0,2006-04-08,The Bible of Healing with Foods,"This book belongs on everyone's bookshelf or kitchen, and frankly, as a nutrition class textbook (if the education system ever breaks out of current nutrition teaching practices). It is scholarly, interesting reading, and practical. Yoga Journal comparing it to ""a life's work"" is about as accurate as you can get.You won't find quick fixes here. What you will find is Asian traditional medical concepts/models and properties of different foods.As a reader wanting to be healthier, simply:1. Use the beginning of the book to find your imbalances however big or small2. Use the rest of the book to find food and recipes to address those imbalancesI first started reading it from the beginning. In a short time, I found myself jumping around using the index as a guide. Before I knew it, I had the week's shopping list ready for myself and family.Because of its thoroughness and ease of use, I cannot recommend this book more highly.",3,3
"500 Low-Carb Recipes: 500 Recipes from Snacks to Dessert, That the Whole Family Will Love","Low-fat or low-carb? A recent New York Times Magazine (July 7, 2002) cover story answered this question and said that Dr. Atkins was right all along, ""its not fat that makes us fat but carbohydrates."" Though the government has spent hundreds of millions of dollars in research trying to prove that fat is the cause of obesity, there has been a subtle shift in the scientific consensus over the past five years supporting what the low-carb diet doctors have been saying all along: if we eat less carbohydrates, we will lose weight and live longer. One of the toughest challenges of any diet is having enough variety and choices to keep the dieter from losing interest. The most common reason that people abandon their diet is boredom but 500 LOW CARB RECIPES: 500 Recipes, From Snacks to Dessert, That the Whole Family Will Love by Dana Carpender has more than enough recipes to keep even the most finicky dieter on track. With recipes for everything including hors dÆoeuvres, snacks, breads, muffins, side dishes, entrees, cookies, cakes and much more, this is an endless supply for creating meals for the whole family night after night. Whether everyone in the family is on a diet or not, these recipes are proven winners with adults and kids alike. Also included: Many one-dish meals for single people--main dish salads, skillet suppers that include meat and vegetables, and hearty soups that are a full meal in a bowl. Ideas for breaking out of old ways of looking at food with suggestions that save time and money and change what is considered a normal meal for breakfast, lunch and dinner. Information about where to find low-carbohydrate specialty products and descriptions of low-carb specialty foods found in grocery stores everywhere. An entire chapter that lists and describes low-carb substitute ingredients such as fats and oils, flour substitutes, liquids, seasonings and sweeteners. Dieters will be pleased to know that they can eat foods like guacamole, omelets, pizza, steak, ham and dessert without giving up great taste and still lose weight. There are enough recipes to create the perfect menu for any holiday of the year--including Thanksgiving. Each of the 500 recipes includes a carbohydrate count to help calculate the total carb intake of each menu. There are more recipes for main dishes and side dishes than most low-carb dieters will ever be able to eat--everything from down-home cooking to ethnic fare; from quick-and-easy weeknight meals to knock-their-socks off party food. 500 LOW CARB RECIPES is the last cookbook any dieter will ever need to buy and certain to be used until the binding is worn out!",['Dana Carpender'],Fair Winds Press,2002,['Cooking'],9.0,5.0,2005-11-30,Great recipes and helpful hints!,I have only had this book a few weeks but have tried several recipes. All have been GREAT! My not-eating-low-carb spouse has even liked them. I love the Pumpkin Cheesecake. I have been low carbing for over a year so finding a cookbook with new ideas was great. I also found the hints in the front of the book helpful.,3,3
Lucky Man: A Memoir,"A funny, highly personal, gorgeously written account of what it's like to be a 30-year-old man who is told he has an 80-year-old's disease. ""Life is great. Sometimes, though, you just have to put up with a little more crap."" --Michael J. Fox In September 1998, Michael J. Fox stunned the world by announcing he had been diagnosed with Parkinson's disease--a degenerative neurological condition. In fact, he had been secretly fighting it for seven years. The worldwide response was staggering. Fortunately, he had accepted the diagnosis and by the time the public started grieving for him, he had stopped grieving for himself. Now, with the same passion, humor, and energy that Fox has invested in his dozens of performances over the last 18 years, he tells the story of his life, his career, and his campaign to find a cure for Parkinson's. Combining his trademark ironic sensibility and keen sense of the absurd, he recounts his life--from his childhood in a small town in western Canada to his meteoric rise in film and television which made him a worldwide celebrity. Most importantly however, he writes of the last 10 years, during which--with the unswerving support of his wife, family, and friends--he has dealt with his illness. He talks about what Parkinson's has given him: the chance to appreciate a wonderful life and career, and the opportunity to help search for a cure and spread public awareness of the disease. He is a very lucky man, indeed. The Michael J. Fox Foundation Michael J. Fox is donating the profits from his book to the Michael J. Fox Foundation for Parkinson's Research, which is dedicated to fast-forwarding the cure for Parkinson's disease. The Foundation will move aggressively to identify the most promising research and raise the funds to assure that a cure is found for the millions of people living with this disorder. The Foundation's web site, MichaelJFox.org, carries the latest pertinent information about Parkinson's disease, including: A detailed description of Parkinson's disease How you can help find the cure Public Services Announcements that are aired on network and cable television stations across the country to increase awareness Upcoming related Parkinson's disease events and meetings Updates on recent research and developments",['Michael J. Fox'],Hachette Books,2003,['Biography & Autobiography'],22.0,4.0,2012-09-06,Lucky Man,Michael J Fox talks about his journey to reach an acceptance of his life with MS and learning what he can do to help others with their attitudes towards people with the condition.,0,0
Coming to Jakarta: A Poem About Terror,A long poem looks at U.S. interference in Indonesia that led to a massacre,['Peter Dale Scott'],New Directions Publishing,1989,['Poetry'],1.0,5.0,2007-10-19,The Poetry of Terror,"Peter Dale Scott is a modern American hero. His forays into the dark world of deep politics and the functions of the Uber-State are extraordinary contributions to our understanding of how US hegemony has developed in the post war period, and particularly since the 1960s. The persuasive power of that writing is, apart from the argument, derived from meticulous research, the rechecking of sources and corroboration of factual claims by ample foot-noting (there were, for example, 117 pages of footnotes in The Road to 9/11). Coming to Jakarta is a poetic re-telling of Scott's personal, intellectual journey through the world of international political terror and complements his other body of work. It's a long poem, and much of it may prove inaccessible to readers unfamiliar with Scott's political writing or the historical subjects alluded to. That should not deter, but be accepted as an invitation to commune with one of the great political analysts of our time.",9,9
Animal Farm 50TH Anniversary Edition,A satire on totalitarianism in which farm animals overthrow their human owner and set up their own government,['George Orwell'],Houghton Mifflin Harcourt,1995,['Fiction'],12.0,4.0,2009-06-25,Everyone should read this book,"I would recommend this book for anyone that wants to wake up to what is going on now in the U.S.!! The book is very easy to read, repetitious, and somewhat boring, BUT, the meaning is there when you look for it.",5,5
In the Heart of the Sea: The Tragedy of the Whaleship Essex,"Recounts the story of the 1820 wreck of the whaleship Essex, which inspired Melville's classic ""Moby-Dick,"" and describes its doomed crew's ninety-day attempt to survive whale attacks and the elements on three tiny lifeboats",['Nathaniel Philbrick'],Viking,2000,['History'],7.0,4.0,2000-05-16,Tragic Epic,"I thought this book was a fairly good account of the disaster that took place on the Essex. It was lacking in detail in a few places, but was adequately informative in others. This book was an easy and quick read, and I recommend it to anyone who enjoys reading about real-life adventures.",28,29
BRAVE COWBOY,"Imaginary adventures with Indians, wild animals, and outlaws keep a little cowboy busy.",['Joan Walsh Anglund'],Andrews McMeel Publishing,1959,['Juvenile Fiction'],1.0,5.0,2006-05-03,"Brave Author, Great Publisher","While other reviews will give you a plot synopsis and their reaction to the book, or a comparison with the movie, ""Lonely Are The Brave,"" I will limit my review to a few off the wall observations. First, I liked this book a lot and believe the adaptation by Dalton Trumbo to be one of the most faithful by any screenwriter. Often it is difficult not to think of the movie a book is based on while reading it (if you've seen the movie first). But Abbey is so good he made me forget I'd seen the movie and allowed me to lose myself in his words and story. So, a great book, well written, that didn't back away from some of the political hot potatoes most writers and publishers would rather avoid (draft dodging, property rights, etc.).Few books have made me cry at the end -- usually it's when I think of the time and money wasted on them. This one left me in tears because of a profound sense of loss of another kind, the loss of men such as John W. Burns, the loss of the maverick, the loss of a true voice of the west, and the loss of a west that we will never know except through books and movies.But one thing impressed me as much as the contents of the book -- its binding. Rarely does anyone discuss this, but I have to say that this edition is the best bound I've ever read. The spine was not stiff and the pages were very flexible allowing me to read one handed almost anywhere. If all paperbacks used this same binding, I wouldn't have to replace my often-read books every eight or nine years. So, from this perspective, the publisher is allowing Abbey's work a much longer life in one edition. Possibly a tribute to Abbey's philosophy, or merely a coincidence, either way I remain impressed by this. This may be the only paperback I own that I can pass to my grandson, as is, for his enjoyment in the future.",4,4
The hitchhiker's guide to the galaxy,"The off-beat and occasionally extraterrestrial journeys, notions, and acquaintances of galactic traveler Arthur Dent are illustrated with digitally generated graphic images and tricky visual puns",['Douglas Adams'],Harmony,1994,['Science'],2.0,4.0,2003-03-09,Chapter 8 is my favorite piece of writing ever,Rest of the book is pretty good too.,0,6
"1,000 Places to See Before You Die: A Traveler's Life List","The world’s bestselling travel book is back in a more informative, more experiential, more budget-friendly full-color edition. A #1 New York Times bestseller, 1,000 Places reinvented the idea of travel book as both wish list and practical guide. As Newsweek wrote, it “tells you what’s beautiful, what’s fun, and what’s just unforgettable— everywhere on earth.” And now the best is better. There are 600 full-color photographs. Over 200 entirely new entries, including visits to 28 countries like Lebanon, Croatia, Estonia, and Nicaragua, that were not in the original edition. There is an emphasis on experiences: an entry covers not just Positano or Ravello, but the full 30-mile stretch along the Amalfi Coast. Every entry from the original edition has been readdressed, rewritten, and made fuller, with more suggestions for places to stay, restaurants to visit, festivals to check out. And throughout, the book is more budget-conscious, starred restaurants and historic hotels such as the Ritz, but also moderately priced gems that don’t compromise on atmosphere or charm. The world is calling. Time to answer.",['Patricia Schultz'],Workman Publishing,2015,['Travel'],507.0,2.0,2010-04-10,More pages devoted to just UK and Ireland than entire African continent...,"This is not a good book. Rarely do I give a rating so low to something that's not erroneous or just plain broken. Perhaps if you only plan to travel to Western Europe and the U.S., it may highlight a few bed and breakfasts that you might have otherwise passed on, but there are still many better books out there.This book devotes about 90 pages to the UK and Ireland, and about 50 to all the countries of Africa. It generously devotes 97 pages to the entire continent of Asia. In China, there is no mention of the entire city and region surrounding Shanghai. And yet countless inns and gardens in Europe and the US are mentioned.I love traveling (I've been to just over 40 countries). And there probably ARE a 1000 places I'd like to see before I die. But I certainly won't be using this guide to do it. Hillman Wonders of the World is a great website that highlights 1000 places throughout the world and does so much more even handedly.",1,2
Wuthering Heights (Signet classics),The passionate love of Catherine Earnshaw and Heathcliff mirrors the powerful moods of the Yorkshire Moors,['Emily Brontë'],Signet,1993,['Audiobooks'],1.0,5.0,2003-09-15,Twisted but Engrossing,Amazing book. I have to admit when I first started reading it for my British Lit class I wasn't at all interested. I found the beginning slow and tedious. But once I got into the flashbacks from Nelly I was engrossed and couldn't put it down. The book is dark but a great read.,0,0
